Payment_Transaction_ID,Order_ID,Customer_ID,Payment_Method_ID,Transaction_Date,Payment_Amount,Payment_Status,Gateway_Response
TXN_900083,ORD_10078,CUST_2228,PAY_COD,16-08-2024,5119.36,Success,Transaction Approved
TXN_900084,ORD_10079,CUST_2255,PAY_UPI,19-01-2024,1659.17,Success,
TXN_900085,ORD_10080,CUST_2047,PAY_NB,17-09-2024,4863.39,Success,Transaction Approved
TXN_900086,ORD_10081,CUST_2234,PAY_UPI,18-06-2024,3228.71,Success,
TXN_900087,ORD_10082,CUST_2243,PAY_DC,19-02-2024,1025.32,Success,  Transaction Approved   
TXN_900088,ORD_10083,CUST_2175,PAY_AJIO_WALLET,07-10-2024,724.48,Success,Transaction Approved
TXN_900089,ORD_10084,CUST_2085,PAY_AJIO_WALLET,24-02-2024,1965.84,Success,TRANSACTION APPROVED
TXN_900090,ORD_10085,CUST_2097,PAY_COD,02-04-2025,5914.52,Failed,Authentication Failed
TXN_900091,ORD_10085,CUST_2097,PAY_COD,02-04-2025,5914.52,Success,Transaction Approved
TXN_900092,ORD_10086,CUST_2056,PAY_UPI,28-10-2024,1554.9,Success,Transaction Approved
TXN_900093,ORD_10087,CUST_2231,PAY_NB,09-12-2024,918.42,Success,Transaction Approved
TXN_900094,ORD_10088,CUST_2025,PAY_COD,17-09-2024,3899.51,Success,Transaction Approved
TXN_900095,ORD_10089,CUST_2089,PAY_CC,11-03-2024,4977.51,Success,Transaction Approved
TXN_900096,ORD_10090,CUST_2259,PAY_COD,25-01-2025,798.5,Success,Transaction Approved
TXN_900097,ORD_10091,CUST_2176,PAY_CC,24-12-2024,348.4,Success,transaction approved
TXN_900098,ORD_10092,CUST_2281,PAY_AJIO_WALLET,19-11-2024,1024.26,Success,Transaction Approved
TXN_900099,ORD_10093,CUST_2149,PAY_AJIO_WALLET,28-11-2024,763.45,Success,Transaction Approved
TXN_900100,ORD_10094,CUST_2166,PAY_DC,19-10-2024,1618.92,Success,Transaction Approved
TXN_900101,ORD_10095,CUST_2274,PAY_COD,13-01-2024,348.4,Success,Transaction Approved
TXN_900102,ORD_10096,CUST_2029,PAY_CC,15-03-2024,2623.34,Success,Transaction Approved
TXN_900103,ORD_10097,CUST_2152,PAY_NB,19-08-2024,3279.18,Success,transaction approved
TXN_900104,ORD_10098,CUST_2288,PAY_AJIO_WALLET,05-01-2024,2048.52,Success,transaction approved
TXN_900105,ORD_10099,CUST_2148,PAY_UPI,16-12-2024,3021.98,Success,
TXN_900106,ORD_10100,CUST_2028,PAY_DC,02-03-2025,11694.54,success,Transaction Approved
TXN_900107,ORD_10101,CUST_2189,PAY_NB,02-01-2025,826.45,success,Transaction Approved
TXN_900108,ORD_10102,CUST_2091,PAY_CC,02-03-2024,763.45,Success,Transaction Approved
TXN_900109,ORD_10103,CUST_2143,PAY_CC,05-10-2024,4419.45,Success,Transaction Approved
TXN_900110,ORD_10104,CUST_2080,PAY_DC,16-11-2024,1798.8,Success,Transaction Approved
TXN_900111,ORD_10105,CUST_2155,PAY_NB,28-12-2024,1551.98,Success,Transaction Approved
TXN_900112,ORD_10106,CUST_2095,PAY_NB,10-01-2024,1848.01,Success,Transaction Approved
TXN_900113,ORD_10107,CUST_2114,pay_ajio_wallet,30-05-2024,2398.4,Failed,
TXN_900114,ORD_10107,CUST_2114,PAY_CC,30-05-2024,2398.4,Success,Transaction Approved
TXN_900115,ORD_10108,CUST_2272,PAY_AJIO_WALLET,26-06-2024,2069.31,Success,  Transaction Approved   
TXN_900116,ORD_10109,CUST_2125,PAY_DC,28-02-2024,1199.2,Success,Transaction Approved
TXN_900117,ORD_10110,CUST_2145,PAY_NB,17-09-2024,5503.31,Success,transaction approved
TXN_900118,ORD_10111,CUST_2152,PAY_CC,19-02-2024,2398.4,Success,Transaction Approved
TXN_900119,ORD_10112,CUST_2276,PAY_AJIO_WALLET,18-11-2024,10398.7,Success,Transaction Approved
TXN_900120,ORD_10113,CUST_2218,PAY_CC,14-01-2025,4979.38,Success,Transaction Approved
TXN_900121,ORD_10114,CUST_2037,PAY_CC,18-06-2024,1659.17,Success,Transaction Approved
TXN_900122,ORD_10115,CUST_2028,PAY_DC,26-04-2024,958.3,Success,Transaction Approved
TXN_900123,ORD_10116,CUST_2231,PAY_COD,10-12-2024,813.49,Success,Transaction Approved
TXN_900124,ORD_10117,CUST_2033,PAY_NB,02-07-2024,2455.11,Success,
TXN_900125,ORD_10118,CUST_2055,PAY_AJIO_WALLET,24-05-2024,348.4,  Success   ,Transaction Approved
TXN_900126,ORD_10119,CUST_2016,PAY_NB,19-07-2024,1758.91,Success,
TXN_900127,ORD_10120,CUST_2074,PAY_AJIO_WALLET,01-06-2024,617.86,Success,
TXN_900128,ORD_10121,CUST_2073,PAY_UPI,10-02-2024,7828.04,Failed,  Insufficient Funds   
TXN_900129,ORD_10121,CUST_2073,PAY_COD,10-02-2024,7828.04,Success,Transaction Approved
TXN_900130,ORD_10122,CUST_2157,PAY_AJIO_WALLET,30-07-2024,6230.44,Success,Transaction Approved
TXN_900131,ORD_10123,CUST_2073,PAY_CC,04-09-2024,958.3,Success,Transaction Approved
TXN_900132,ORD_10124,CUST_2291,PAY_NB,02-07-2024,1078.17,Success,Transaction Approved
TXN_900133,ORD_10125,CUST_2129,PAY_AJIO_WALLET,18-06-2024,2609.35,Success,Transaction Approved
TXN_900134,ORD_10126,CUST_2121,PAY_NB,06-11-2024,3479.13,Success,Transaction Approved
TXN_900135,ORD_10127,CUST_2157,PAY_CC,06-10-2024,1079.28,Success,Transaction Approved
TXN_900136,ORD_10128,CUST_2161,PAY_CC,08-11-2024,5546.61,Success,  Transaction Approved   
TXN_900137,ORD_10129,CUST_2069,PAY_DC,07-02-2024,763.45,success,Transaction Approved
TXN_900138,ORD_10130,CUST_2056,PAY_NB,12-03-2024,958.3,Success,Transaction Approved
TXN_900139,ORD_10131,CUST_2040,PAY_UPI,24-10-2024,1659.17,success,Transaction Approved
TXN_900140,ORD_10132,CUST_2109,PAY_NB,10-03-2024,2591.35,Success,Transaction Approved
TXN_900141,ORD_10133,CUST_2077,PAY_CC,28-05-2024,724.48,Success,Transaction Approved
TXN_900142,ORD_10134,CUST_2262,PAY_DC,05-02-2024,552.37,Success,Transaction Approved
TXN_900143,ORD_10135,CUST_2264,PAY_CC,16-10-2024,937.22,Success,  Transaction Approved   
TXN_900144,ORD_10136,CUST_2075,PAY_COD,24-01-2025,1327.34,Success,Transaction Approved
TXN_900145,ORD_10137,CUST_2136,PAY_UPI,07-03-2024,690.71,SUCCESS,Transaction Approved
TXN_900146,ORD_10138,CUST_2233,PAY_UPI,26-12-2024,761.02,Success,Transaction Approved
TXN_900147,ORD_10139,CUST_2141,PAY_DC,30-03-2024,4979.38,Success,Transaction Approved
TXN_900148,ORD_10140,CUST_2188,PAY_UPI,24-04-2024,1339.33,Success,Transaction Approved
TXN_900149,ORD_10141,CUST_2177,PAY_COD,03-12-2024,1551.98,Success,Transaction Approved
TXN_900150,ORD_10142,CUST_2040,PAY_DC,21-03-2024,1848.01,Failed,Network Timeout
TXN_900151,ORD_10142,CUST_2040,PAY_UPI,21-03-2024,1848.01,Success,
TXN_900152,ORD_10143,CUST_2061,PAY_COD,09-03-2024,763.45,Success,TRANSACTION APPROVED
TXN_900153,ORD_10144,CUST_2108,PAY_AJIO_WALLET,23-01-2024,1339.33,Success,Transaction Approved
TXN_900154,ORD_10145,CUST_2083,PAY_NB,16-03-2024,493.11,  Success   ,
TXN_900155,ORD_10146,CUST_2093,PAY_NB,03-01-2025,3261.19,Success,Transaction Approved
TXN_900156,ORD_10147,CUST_2044,PAY_NB,28-03-2024,4590.85,Success,Transaction Approved
TXN_900157,ORD_10148,CUST_2074,PAY_CC,15-05-2024,7679.04,Success,Transaction Approved
TXN_900158,ORD_10149,CUST_2176,PAY_NB,07-12-2024,2429.39,Success,Transaction Approved
TXN_900159,ORD_10150,CUST_2009,PAY_NB,17-03-2024,3115.22,Success,Transaction Approved
TXN_900160,ORD_10151,CUST_2244,PAY_NB,29-09-2024,1499,Success,
TXN_900161,ORD_10152,CUST_2048,PAY_CC,01-01-2024,1551.98,Success,Transaction Approved
TXN_900162,ORD_10153,CUST_2268,PAY_UPI,27-04-2024,2126.94,  Success   ,Transaction Approved
TXN_900163,ORD_10154,CUST_2196,PAY_AJIO_WALLET,08-05-2024,690.71,Success,Transaction Approved
TXN_900164,ORD_10155,CUST_2120,PAY_UPI,10-05-2024,2591.35,Success,  Transaction Approved   
TXN_900165,ORD_10156,CUST_2003,PAY_UPI,23-09-2024,1079.28,Success,Transaction Approved
TXN_900166,ORD_10157,CUST_2106,PAY_DC,20-03-2024,1079.28,Success,
TXN_900167,ORD_10158,CUST_2130,PAY_NB,11-09-2024,13822.24,SUCCESS,Transaction Approved
TXN_900168,ORD_10159,CUST_2204,PAY_COD,09-04-2024,867.37,Success,Transaction Approved
TXN_900169,ORD_10160,CUST_2285,PAY_DC,27-12-2024,3103.97,Failed,Network Timeout
TXN_900170,ORD_10160,CUST_2285,PAY_AJIO_WALLET,27-12-2024,3103.97,Success,Transaction Approved
TXN_900171,ORD_10161,CUST_2061,PAY_COD,21-02-2024,1576.21,Success,Transaction Approved
TXN_900172,ORD_10162,CUST_2174,PAY_NB,27-01-2024,4863.39,  Success   ,Transaction Approved
TXN_900173,ORD_10163,CUST_2003,PAY_CC,08-10-2024,3583.55,Success,Transaction Approved
TXN_900174,ORD_10164,CUST_2114,PAY_NB,24-07-2024,724.48,Success,Transaction Approved
TXN_900175,ORD_10165,CUST_2147,PAY_UPI,08-12-2024,966.39,Failed,  User Cancelled   
TXN_900176,ORD_10165,CUST_2147,PAY_AJIO_WALLET,08-12-2024,966.39,Success,Transaction Approved
TXN_900177,ORD_10166,CUST_2266,PAY_UPI,23-12-2024,348.4,Success,Transaction Approved
TXN_900178,ORD_10167,CUST_2019,pay_ajio_wallet,14-02-2024,1350.96,Success,
TXN_900179,ORD_10168,CUST_2181,PAY_COD,01-08-2024,1607.51,Success,Transaction Approved
TXN_900180,ORD_10169,CUST_2282,PAY_NB,21-05-2024,348.4,Success,Transaction Approved
TXN_900181,ORD_10170,CUST_2100,PAY_COD,30-03-2024,918.42,Failed,User Cancelled
TXN_900182,ORD_10170,CUST_2100,PAY_DC,30-03-2024,918.42,  Success   ,Transaction Approved
TXN_900183,ORD_10171,CUST_2287,PAY_DC,19-09-2024,1006.74,Success,Transaction Approved
TXN_900184,ORD_10172,CUST_2295,PAY_COD,29-01-2025,5528.89,Success,TRANSACTION APPROVED
TXN_900185,ORD_10173,CUST_2235,PAY_NB,05-12-2024,763.45,Success,Transaction Approved
TXN_900186,ORD_10174,CUST_2113,PAY_CC,29-06-2024,763.45,Success,
TXN_900187,ORD_10175,CUST_2135,  PAY_UPI   ,24-06-2024,2043.49,Success,Transaction Approved
TXN_900188,ORD_10176,CUST_2092,PAY_DC,17-05-2024,5276.74,Success,Transaction Approved
TXN_900189,ORD_10177,CUST_2098,PAY_CC,15-05-2024,1758.91,Success,Transaction Approved
TXN_900190,ORD_10178,CUST_2128,PAY_DC,03-02-2024,5643.29,success,Transaction Approved
TXN_900191,ORD_10179,CUST_2253,  PAY_NB   ,09-07-2024,752.12,Success,
TXN_900192,ORD_10180,CUST_2295,PAY_COD,18-09-2024,965.44,Failed,
TXN_900193,ORD_10180,CUST_2295,PAY_CC,18-09-2024,965.44,Success,Transaction Approved
TXN_900194,ORD_10181,CUST_2296,PAY_NB,10-03-2024,493.11,success,Transaction Approved
TXN_900195,ORD_10182,CUST_2202,PAY_CC,23-12-2024,1078.17,Success,Transaction Approved
TXN_900196,ORD_10183,CUST_2005,PAY_CC,15-06-2024,4815.4,Success,Transaction Approved
TXN_900197,ORD_10184,CUST_2133,PAY_DC,11-09-2024,958.3,Success,
TXN_900198,ORD_10185,CUST_2256,PAY_COD,07-05-2024,1063.47,Success,Transaction Approved
TXN_900199,ORD_10186,CUST_2093,PAY_NB,21-02-2024,2544.73,Success,Transaction Approved
TXN_900200,ORD_10187,CUST_2285,PAY_COD,13-01-2025,1000.52,Success,
TXN_900201,ORD_10188,CUST_2005,PAY_COD,18-11-2024,958.3,Failed,Authentication Failed
TXN_900202,ORD_10188,CUST_2005,PAY_AJIO_WALLET,18-11-2024,958.3,Success,Transaction Approved
TXN_900203,ORD_10189,CUST_2162,PAY_DC,17-10-2024,4095.49,Failed,  Insufficient Funds   
TXN_900204,ORD_10189,CUST_2162,PAY_UPI,17-10-2024,4095.49,Success,Transaction Approved
TXN_900205,ORD_10190,CUST_2084,PAY_DC,19-02-2024,2398.4,Success,Transaction Approved
TXN_900206,ORD_10191,CUST_2134,PAY_NB,05-11-2024,724.48,Success,Transaction Approved
TXN_900207,ORD_10192,CUST_2063,PAY_AJIO_WALLET,21-10-2024,724.48,Success,Transaction Approved
TXN_900208,ORD_10193,CUST_2090,PAY_DC,09-06-2024,1964.09,Success,Transaction Approved
TXN_900209,ORD_10194,CUST_2196,PAY_COD,26-03-2024,1335.93,Success,Transaction Approved
TXN_900210,ORD_10195,CUST_2173,PAY_NB,02-06-2024,1119.44,Failed,
TXN_900211,ORD_10195,CUST_2173,PAY_NB,02-06-2024,1119.44,Success,Transaction Approved
TXN_900212,ORD_10196,CUST_2117,PAY_AJIO_WALLET,11-05-2024,1519.39,Success,
TXN_900213,ORD_10197,CUST_2228,PAY_DC,18-08-2024,826.45,Success,Transaction Approved
TXN_900214,ORD_10198,CUST_2012,PAY_CC,15-01-2025,892.81,Success,Transaction Approved
TXN_900215,ORD_10199,CUST_2108,PAY_UPI,30-08-2024,958.3,Success,Transaction Approved
TXN_900216,ORD_10200,CUST_2204,PAY_UPI,20-03-2024,2174.13,SUCCESS,Transaction Approved
TXN_900217,ORD_10201,CUST_2200,PAY_CC,16-11-2024,348.4,Success,Transaction Approved
TXN_900218,ORD_10202,CUST_2088,PAY_AJIO_WALLET,15-06-2024,5503.31,Success,  Transaction Approved   
TXN_900219,ORD_10203,CUST_2277,PAY_NB,23-12-2024,2267.43,SUCCESS,Transaction Approved
TXN_900220,ORD_10204,CUST_2234,PAY_AJIO_WALLET,23-11-2024,813.49,Success,
TXN_900221,ORD_10205,CUST_2178,PAY_CC,07-06-2024,2069.31,Success,
TXN_900222,ORD_10206,CUST_2156,PAY_NB,28-08-2024,5847.27,Success,
TXN_900223,ORD_10207,CUST_2252,PAY_DC,29-05-2024,867.37,Success,Transaction Approved
TXN_900224,ORD_10208,CUST_2004,PAY_CC,08-11-2024,3639.54,Success,Transaction Approved
TXN_900225,ORD_10209,CUST_2200,PAY_CC,16-11-2024,5311.34,Success,Transaction Approved
TXN_900226,ORD_10210,CUST_2140,PAY_AJIO_WALLET,30-07-2024,647.8,Success,Transaction Approved
TXN_900227,ORD_10211,CUST_2094,PAY_UPI,19-08-2024,892.81,Success,Transaction Approved
TXN_900228,ORD_10212,CUST_2252,PAY_UPI,30-09-2024,2787.3,Success,
TXN_900229,ORD_10213,CUST_2053,PAY_CC,01-05-2024,348.4,Success,Transaction Approved
TXN_900230,ORD_10214,CUST_2008,PAY_DC,09-12-2024,2069.31,Success,Transaction Approved
TXN_900231,ORD_10215,CUST_2017,PAY_CC,19-07-2024,1899.24,Success,Transaction Approved
TXN_900232,ORD_10216,CUST_2093,PAY_DC,03-03-2024,2295.43,Success,Transaction Approved
TXN_900233,ORD_10217,CUST_2227,PAY_UPI,29-01-2025,2481.38,Success,
TXN_900234,ORD_10218,CUST_2107,PAY_AJIO_WALLET,22-03-2024,3310.9,Success,Transaction Approved
TXN_900235,ORD_10219,CUST_2282,PAY_DC,04-11-2024,4565.67,Success,
TXN_900236,ORD_10220,CUST_2112,PAY_AJIO_WALLET,26-03-2024,2435.39,Success,Transaction Approved
TXN_900237,ORD_10221,CUST_2203,PAY_UPI,19-12-2024,5119.36,SUCCESS,Transaction Approved
TXN_900238,ORD_10222,CUST_2080,PAY_UPI,16-02-2024,724.48,Success,Transaction Approved
TXN_900239,ORD_10223,CUST_2031,pay_ajio_wallet,24-02-2024,1019.32,Success,Transaction Approved
TXN_900240,ORD_10224,CUST_2163,pay_ajio_wallet,08-12-2024,4159.48,Success,Transaction Approved
TXN_900241,ORD_10225,CUST_2194,PAY_CC,09-05-2024,724.48,SUCCESS,Transaction Approved
TXN_900242,ORD_10226,CUST_2278,PAY_CC,27-06-2024,1618.92,Failed,Network Timeout
TXN_900243,ORD_10226,CUST_2278,PAY_AJIO_WALLET,27-06-2024,1618.92,Success,Transaction Approved
TXN_900244,ORD_10227,CUST_2141,PAY_NB,28-09-2024,1078.17,Success,Transaction Approved
TXN_900245,ORD_10228,CUST_2135,pay_cod,16-09-2024,10398.7,Success,Transaction Approved
TXN_900246,ORD_10229,CUST_2010,PAY_DC,01-04-2025,752.12,Success,Transaction Approved
TXN_900247,ORD_10230,CUST_2276,PAY_CC,27-01-2025,4979.38,Success,Transaction Approved
TXN_900248,ORD_10231,CUST_2145,PAY_AJIO_WALLET,24-09-2024,1519.39,Success,Transaction Approved
TXN_900249,ORD_10232,CUST_2067,PAY_UPI,04-08-2024,958.3,Success,
TXN_900250,ORD_10233,CUST_2199,PAY_NB,05-11-2024,763.45,Success,Transaction Approved
TXN_900251,ORD_10234,CUST_2037,pay_cc,02-10-2024,13070.37,Success,Transaction Approved
TXN_900252,ORD_10235,CUST_2032,PAY_AJIO_WALLET,28-12-2024,1350.96,Success,Transaction Approved
TXN_900253,ORD_10236,CUST_2137,PAY_AJIO_WALLET,02-09-2024,8696.52,  Success   ,Transaction Approved
TXN_900254,ORD_10237,CUST_2050,PAY_CC,04-08-2024,2609.35,Success,Transaction Approved
TXN_900255,ORD_10238,CUST_2292,PAY_NB,17-01-2025,1452.53,Failed,Network Timeout
TXN_900256,ORD_10238,CUST_2292,PAY_NB,17-01-2025,1452.53,Success,Transaction Approved
TXN_900257,ORD_10239,CUST_2296,pay_cod,23-02-2024,1283.41,Success,Transaction Approved
TXN_900258,ORD_10240,CUST_2282,PAY_DC,11-03-2024,1958.35,Success,Transaction Approved
TXN_900259,ORD_10241,CUST_2162,PAY_DC,08-08-2024,3639.54,Success,
TXN_900260,ORD_10242,CUST_2289,PAY_COD,05-10-2024,15598.05,Success,Transaction Approved
TXN_900261,ORD_10243,CUST_2230,PAY_AJIO_WALLET,11-01-2024,736.14,Success,Transaction Approved
TXN_900262,ORD_10244,CUST_2155,PAY_CC,01-12-2024,11694.54,Success,Transaction Approved
TXN_900263,ORD_10245,CUST_2284,PAY_NB,20-01-2024,1630.6,Success,Transaction Approved
TXN_900264,ORD_10246,CUST_2071,PAY_NB,06-02-2024,3356.83,Success,
TXN_900265,ORD_10247,CUST_2292,PAY_AJIO_WALLET,09-04-2024,3239.19,Success,Transaction Approved
TXN_900266,ORD_10248,CUST_2296,PAY_UPI,20-01-2024,4979.38,Success,  Transaction Approved   
TXN_900267,ORD_10249,CUST_2029,  PAY_DC   ,08-10-2024,7774.06,Failed,User Cancelled
TXN_900268,ORD_10249,CUST_2029,pay_cc,10-08-2024,7774.06,Success,Transaction Approved
TXN_900269,ORD_10250,CUST_2062,PAY_CC,11-04-2024,1024.26,Success,Transaction Approved
TXN_900270,ORD_10251,CUST_2196,PAY_NB,16-10-2024,1199.2,Success,transaction approved
TXN_900271,ORD_10252,CUST_2114,PAY_AJIO_WALLET,16-08-2024,493.11,  Success   ,Transaction Approved
