Sales_ID,Order_ID,Order_Date,Customer_ID,Product_ID,Seller_ID,Payment_Method_ID,Coupon_ID,Status_ID,Quantity,Unit_Price,Gross_Amount,Discount_Amount,Delivery_Fee,Total_Amount
SALE_50014,ORD_10014,08-04-2024,CUST_2230,PROD_1006,SEL_503,PAY_CC,COUP_FIRST100,ST_DEL,5,909.3,4546.5,681.98,0,3864.52
SALE_50015,ORD_10015,05-12-2024,CUST_2223,PROD_1007,SEL_514,PAY_AJIO_WALLET,COUP_FIRST100,ST_CAN,3,3279.18,9837.54,1475.63,0,8361.91
SALE_50016,ORD_10016,21-05-2024,CUST_2035,PROD_1003,SEL_507,PAY_NB,COUP_TRENDS30,ST_DEL,1,503.37,503.37,0,49,552.37
SALE_50017,ORD_10017,08-02-2024,CUST_2007,PROD_1026,SEL_512,PAY_NB,COUP_FESTIVE25,ST_DEL,1,5119.36,5119.36,1279.84,0,3839.52
SALE_50018,ORD_10018,15-10-2024,CUST_2076,PROD_1019,SEL_510,PAY_NB,COUP_NONE,ST_RET,2,1339.33,2678.66,,0,2678.66
SALE_50019,ORD_10019,09-05-2024,CUST_2275,PROD_1029,SEL_506,PAY_COD,COUP_AJIO20,ST_DEL,1,749.5,749.5,0,49,798.5
SALE_50020,ORD_10020,14-12-2024,CUST_2020,PROD_1006,SEL_505,PAY_COD,COUP_FIRST100,ST_DEL,1,909.3,909.3,0,49,958.3
SALE_50021,ORD_10021,16-01-2025,CUST_2203,PROD_1029,SEL_515,PAY_DC,COUP_FREESHIP,ST_DEL,3,749.5,2248.5,112.43,0,2136.07
SALE_50022,ORD_10022,09-08-2024,CUST_2191,PROD_1001,SEL_506,PAY_DC,COUP_AJIO20,ST_DEL,1,6879.14,6879.14,1375.83,0,5503.31
SALE_50023,ORD_10023,13-06-2024,CUST_2117,PROD_1005,SEL_505,PAY_AJIO_WALLET,COUP_TRENDS30,ST_PEN,2,444.11,888.22,,49,937.22
SALE_50024,ORD_10024,23-01-2025,CUST_2046,PROD_1007,SEL_508,PAY_CC,COUP_TRENDS30,ST_SHP,2,3279.18,6558.36,1967.51,0,4590.85
SALE_50025,ORD_10025,16-09-2024,CUST_2029,PROD_1017,SEL_513,PAY_CC,COUP_NONE,ST_DEL,1,2174.13,2174.13,0,0,2174.13
SALE_50026,ORD_10026,04-12-2024,CUST_2269,PROD_1029,SEL_510,PAY_UPI,COUP_FIRST100,ST_DEL,1,749.5,749.5,0,49,798.5
SALE_50027,ORD_10027,07-07-2024,CUST_2234,PROD_1002,SEL_515,PAY_DC,COUP_FREESHIP,ST_DEL,1,1199.2,1199.2,59.96,0,1139.24
SALE_50028,ORD_10028,16-08-2024,CUST_2064,PROD_1022,SEL_501,PAY_CC,COUP_AJIO20,ST_DEL,4,714.45,2857.8,571.56,0,2286.24
SALE_50029,ORD_10029,05-12-2024,CUST_2243,PROD_1019,SEL_509,PAY_DC,COUP_AJIO20,ST_DEL,1,1339.33,1339.33,0,0,1339.33
SALE_50030,ORD_10030,19-04-2024,CUST_2015,PROD_1013,SEL_501,PAY_CC,COUP_FESTIVE25,ST_PEN,1,687.14,687.14,0,49,736.14
SALE_50031,ORD_10031,02-03-2025,CUST_2106,PROD_1009,SEL_511,PAY_COD,COUP_FESTIVE25,ST_DEL,1,3949.21,3949.21,987.3,0,2961.91
SALE_50032,ORD_10032,11-07-2024,CUST_2068,PROD_1021,SEL_503,PAY_NB,COUP_NONE,ST_DEL,2,764.49,1528.98,0,0,1528.98
SALE_50033,ORD_10033,21-04-2024,CUST_2141,PROD_1014,SEL_515,PAY_COD,COUP_AJIO20,ST_DEL,1,1119.44,1119.44,0,0,1119.44
SALE_50034,ORD_10034,18-09-2024,CUST_2267,PROD_1027,SEL_510,PAY_COD,COUP_FESTIVE25,ST_DEL,4,6639.17,26556.68,6639.17,0,19917.51
SALE_50035,ORD_10035,16-12-2024,CUST_2192,PROD_1018,SEL_511,PAY_NB,COUP_FESTIVE25,ST_DEL,1,5199.35,5199.35,1299.84,0,3899.51
SALE_50036,ORD_10036,30-12-2024,CUST_2173,PROD_1009,SEL_511,PAY_DC,COUP_AJIO20,ST_DEL,1,3949.21,3949.21,789.84,0,3159.37
SALE_50037,ORD_10037,03-11-2024,CUST_2077,PROD_1017,SEL_513,PAY_CC,COUP_NONE,ST_CAN,1,2174.13,2174.13,,0,2174.13
SALE_50038,ORD_10038,12-05-2024,CUST_2072,PROD_1024,SEL_501,PAY_AJIO_WALLET,COUP_TRENDS30,ST_EXC,1,1659.17,1659.17,0,0,1659.17
SALE_50039,ORD_10039,31-12-2024,CUST_2019,PROD_1019,SEL_512,PAY_NB,COUP_FIRST100,ST_DEL,1,1339.33,1339.33,200.9,0,1138.43
SALE_50040,ORD_10040,28-03-2024,CUST_2244,PROD_1030,SEL_511,PAY_DC,COUP_FESTIVE25,ST_DEL,2,3239.19,6478.38,1619.6,0,4858.78
SALE_50041,ORD_10041,01-06-2025,CUST_2093,PROD_1010,SEL_502,PAY_COD,COUP_FIRST100,ST_SHP,2,299.4,598.8,0,49,647.8
SALE_50042,ORD_10042,30-06-2024,CUST_2094,PROD_1022,SEL_515,PAY_DC,COUP_FREESHIP,ST_DEL,2,714.45,1428.9,71.45,0,1357.45
SALE_50043,ORD_10043,30-05-2024,CUST_2158,PROD_1014,SEL_513,PAY_DC,COUP_AJIO20,ST_DEL,2,1119.44,2238.88,447.78,0,1791.1
SALE_50044,ORD_10044,13-11-2024,CUST_2241,PROD_1002,SEL_514,PAY_AJIO_WALLET,COUP_FESTIVE25,ST_DEL,1,1199.2,1199.2,0,0,1199.2
SALE_50045,ORD_10045,30-07-2024,CUST_2100,PROD_1017,SEL_502,PAY_AJIO_WALLET,COUP_TRENDS30,ST_DEL,2,2174.13,4348.26,1304.48,0,3043.78
SALE_50046,ORD_10046,22-08-2024,CUST_2078,PROD_1005,SEL_504,PAY_DC,COUP_TRENDS30,ST_EXC,1,444.11,444.11,0,49,493.11
SALE_50047,ORD_10047,31-03-2024,CUST_2093,PROD_1025,SEL_502,PAY_COD,COUP_AJIO20,ST_DEL,1,818.37,818.37,0,49,867.37
SALE_50048,ORD_10048,22-03-2024,CUST_2003,PROD_1015,SEL_505,PAY_CC,COUP_FIRST100,ST_DEL,2,869.42,1738.84,260.83,0,1478.01
SALE_50049,ORD_10049,08-07-2024,CUST_2046,PROD_1005,SEL_510,PAY_COD,COUP_FREESHIP,ST_DEL,1,444.11,444.11,0,49,493.11
SALE_50050,ORD_10050,13-06-2024,CUST_2020,PROD_1018,SEL_504,PAY_AJIO_WALLET,COUP_AJIO20,ST_RET,1,5199.35,5199.35,1039.87,0,4159.48
SALE_50051,ORD_10051,25-06-2024,CUST_2003,PROD_1021,SEL_512,PAY_CC,,ST_SHP,1,764.49,764.49,0,49,813.49
SALE_50052,ORD_10052,24-01-2024,CUST_2197,PROD_1017,SEL_510,PAY_DC,COUP_FIRST100,ST_DEL,3,2174.13,6522.39,,0,5544.03
SALE_50053,ORD_10053,17-12-2024,CUST_2234,PROD_1024,SEL_509,PAY_NB,COUP_FESTIVE25,ST_DEL,1,1659.17,1659.17,0,,1659.17
SALE_50054,ORD_10054,25-07-2024,CUST_2251,PROD_1012,SEL_513,PAY_CC,COUP_FIRST100,ST_RET,1,675.48,675.48,0,49,724.48
SALE_50055,ORD_10055,03-04-2024,CUST_2068,PROD_1007,SEL_512,PAY_UPI,,ST_DEL,2,3279.18,6558.36,1639.59,0,4918.77
SALE_50056,ORD_10056,15-11-2024,CUST_2020,PROD_1013,SEL_515,PAY_AJIO_WALLET,COUP_AJIO20,ST_PEN,1,687.14,687.14,0,49,736.14
SALE_50057,ORD_10057,29-02-2024,CUST_2025,PROD_1022,SEL_502,PAY_AJIO_WALLET,COUP_NONE,ST_DEL,1,714.45,714.45,0,49,763.45
SALE_50058,ORD_10058,21-12-2024,CUST_2064,PROD_1018,SEL_505,PAY_COD,COUP_FREESHIP,ST_DEL,1,5199.35,5199.35,259.97,0,4939.38
SALE_50059,ORD_10059,14-11-2024,CUST_2155,PROD_1014,SEL_511,PAY_UPI,COUP_FREESHIP,ST_DEL,2,1119.44,2238.88,111.94,,2126.94
SALE_50060,ORD_10060,03-01-2024,CUST_2215,PROD_1027,SEL_515,PAY_UPI,COUP_FESTIVE25,ST_SHP,1,6639.17,6639.17,1659.79,0,4979.38
SALE_50061,ORD_10061,24-09-2024,CUST_2055,PROD_1016,SEL_504,PAY_NB,,ST_PEN,1,2069.31,2069.31,310.4,0,1758.91
SALE_50062,ORD_10062,16-04-2024,CUST_2210,PROD_1010,SEL_503,PAY_UPI,COUP_FESTIVE25,ST_DEL,3,299.4,898.2,0,49,947.2
SALE_50063,ORD_10063,26-02-2024,CUST_2170,PROD_1008,SEL_501,PAY_UPI,COUP_FREESHIP,ST_DEL,1,2919.27,2919.27,145.96,0,2773.31
SALE_50064,ORD_10064,21-02-2024,CUST_2077,PROD_1003,SEL_513,PAY_NB,COUP_NONE,ST_SHP,1,503.37,503.37,0,49,552.37
SALE_50065,ORD_10065,30-03-2024,CUST_2234,PROD_1010,SEL_505,PAY_COD,COUP_NONE,ST_DEL,2,299.4,598.8,0,49,647.8
SALE_50066,ORD_10066,18-02-2024,CUST_2185,PROD_1026,SEL_511,PAY_DC,COUP_TRENDS30,ST_SHP,1,5119.36,5119.36,,0,3583.55
SALE_50067,ORD_10067,12-08-2024,CUST_2071,PROD_1022,SEL_511,PAY_CC,COUP_AJIO20,ST_DEL,1,714.45,714.45,0,49,763.45
SALE_50068,ORD_10068,23-07-2024,CUST_2048,PROD_1012,SEL_514,PAY_DC,COUP_FIRST100,ST_DEL,1,675.48,675.48,0,49,724.48
SALE_50069,ORD_10069,26-03-2024,CUST_2198,PROD_1023,SEL_514,PAY_COD,COUP_TRENDS30,ST_DEL,1,1079.28,1079.28,0,0,1079.28
SALE_50070,ORD_10070,04-09-2024,CUST_2031,PROD_1028,SEL_503,PAY_UPI,COUP_TRENDS30,ST_RET,1,1078.17,1078.17,0,0,1078.17
SALE_50071,ORD_10071,16-12-2024,CUST_2093,PROD_1020,SEL_507,PAY_DC,COUP_FESTIVE25,ST_DEL,1,703.12,703.12,0,49,752.12
SALE_50072,ORD_10072,13-05-2024,CUST_2250,PROD_1004,SEL_515,PAY_COD,COUP_TRENDS30,ST_DEL,1,3479.13,3479.13,,0,2435.39
SALE_50073,ORD_10073,12-08-2024,CUST_2269,PROD_1025,SEL_512,PAY_NB,COUP_FREESHIP,ST_DEL,1,818.37,818.37,40.92,49,826.45
SALE_50074,ORD_10074,12-05-2024,CUST_2049,PROD_1014,SEL_511,PAY_AJIO_WALLET,COUP_FIRST100,ST_DEL,1,1119.44,1119.44,167.92,49,1000.52
SALE_50075,ORD_10075,25-11-2024,CUST_2077,PROD_1027,SEL_514,PAY_NB,COUP_FESTIVE25,ST_DEL,1,6639.17,6639.17,,0,4979.38
SALE_50076,ORD_10076,13-06-2024,CUST_2241,PROD_1028,SEL_508,PAY_CC,COUP_NONE,ST_PEN,1,1078.17,1078.17,0,0,1078.17
SALE_50077,ORD_10077,25-07-2024,CUST_2143,PROD_1002,SEL_509,PAY_CC,COUP_FESTIVE25,ST_DEL,1,1199.2,1199.2,0,0,1199.2
SALE_50078,ORD_10078,16-08-2024,CUST_2228,PROD_1026,SEL_510,PAY_COD,,ST_CAN,1,5119.36,5119.36,0,0,5119.36
SALE_50079,ORD_10079,19-01-2024,CUST_2255,PROD_1024,SEL_511,PAY_UPI,COUP_NONE,ST_DEL,1,1659.17,1659.17,0,0,1659.17
SALE_50080,ORD_10080,17-09-2024,CUST_2047,PROD_1026,SEL_510,PAY_NB,COUP_FREESHIP,ST_DEL,1,5119.36,5119.36,255.97,0,4863.39
SALE_50081,ORD_10081,18-06-2024,CUST_2234,PROD_1011,SEL_506,PAY_UPI,COUP_FIRST100,ST_CAN,2,1899.24,3798.48,569.77,,3228.71
SALE_50082,ORD_10082,19-02-2024,CUST_2243,PROD_1023,SEL_511,PAY_DC,COUP_FREESHIP,ST_DEL,1,1079.28,1079.28,53.96,0,1025.32
SALE_50083,ORD_10083,07-10-2024,CUST_2175,PROD_1012,SEL_514,PAY_AJIO_WALLET,COUP_AJIO20,ST_DEL,1,675.48,675.48,0,49,724.48
SALE_50084,ORD_10084,24-02-2024,CUST_2085,PROD_1016,SEL_503,PAY_AJIO_WALLET,COUP_FREESHIP,ST_SHP,1,2069.31,2069.31,103.47,0,1965.84
SALE_50085,ORD_10085,02-04-2025,CUST_2097,PROD_1004,SEL_515,PAY_COD,COUP_FIRST100,ST_DEL,2,3479.13,6958.26,1043.74,0,5914.52
SALE_50086,ORD_10086,28-10-2024,CUST_2056,PROD_1025,SEL_507,PAY_UPI,COUP_FREESHIP,ST_CAN,2,818.37,1636.74,81.84,,1554.9
SALE_50087,ORD_10087,09-12-2024,CUST_2231,PROD_1015,SEL_511,PAY_NB,COUP_FESTIVE25,ST_DEL,1,869.42,869.42,0,49,918.42
SALE_50088,ORD_10088,17-09-2024,CUST_2025,PROD_1018,SEL_515,PAY_COD,COUP_FESTIVE25,ST_DEL,1,5199.35,5199.35,1299.84,,3899.51
SALE_50089,ORD_10089,11-03-2024,CUST_2089,PROD_1024,SEL_514,PAY_CC,COUP_NONE,ST_DEL,3,1659.17,4977.51,0,0,4977.51
SALE_50090,ORD_10090,25-01-2025,CUST_2259,PROD_1029,SEL_507,PAY_COD,COUP_FESTIVE25,ST_RET,1,749.5,749.5,0,,798.5
SALE_50091,ORD_10091,24-12-2024,CUST_2176,PROD_1010,SEL_508,PAY_CC,COUP_FIRST100,ST_DEL,1,299.4,299.4,0,49,348.4
SALE_50092,ORD_10092,19-11-2024,CUST_2281,PROD_1028,SEL_506,PAY_AJIO_WALLET,,ST_RET,1,1078.17,1078.17,53.91,0,1024.26
SALE_50093,ORD_10093,28-11-2024,CUST_2149,PROD_1022,SEL_506,PAY_AJIO_WALLET,COUP_FIRST100,ST_EXC,1,714.45,714.45,0,49,763.45
SALE_50094,ORD_10094,19-10-2024,CUST_2166,PROD_1023,SEL_502,PAY_DC,COUP_FESTIVE25,ST_DEL,2,1079.28,2158.56,,0,1618.92
SALE_50095,ORD_10095,13-01-2024,CUST_2274,PROD_1010,SEL_515,PAY_COD,COUP_NONE,ST_DEL,1,299.4,299.4,0,49,348.4
SALE_50096,ORD_10096,15-03-2024,CUST_2029,PROD_1007,SEL_505,PAY_CC,COUP_AJIO20,ST_SHP,1,3279.18,3279.18,655.84,0,2623.34
SALE_50097,ORD_10097,19-08-2024,CUST_2152,PROD_1007,SEL_513,PAY_NB,COUP_NONE,ST_DEL,1,3279.18,3279.18,0,0,3279.18
SALE_50098,ORD_10098,05-01-2024,CUST_2288,PROD_1028,SEL_504,PAY_AJIO_WALLET,COUP_FREESHIP,ST_DEL,2,1078.17,2156.34,107.82,0,2048.52
SALE_50099,ORD_10099,16-12-2024,CUST_2148,PROD_1023,SEL_511,PAY_UPI,COUP_TRENDS30,ST_DEL,4,1079.28,4317.12,,0,3021.98
SALE_50100,ORD_10100,02-03-2025,CUST_2028,PROD_1001,SEL_512,PAY_DC,COUP_FIRST100,ST_DEL,2,6879.14,13758.28,2063.74,0,11694.54
SALE_50101,ORD_10101,02-01-2025,CUST_2189,PROD_1025,SEL_510,PAY_NB,COUP_FREESHIP,ST_DEL,1,818.37,818.37,40.92,49,826.45
SALE_50102,ORD_10102,03-02-2024,CUST_2091,PROD_1022,SEL_502,PAY_CC,,ST_SHP,1,714.45,714.45,0,49,763.45
SALE_50103,ORD_10103,05-10-2024,CUST_2143,PROD_1018,SEL_505,PAY_CC,COUP_FIRST100,ST_DEL,1,5199.35,5199.35,779.9,0,4419.45
SALE_50104,ORD_10104,16-11-2024,CUST_2080,PROD_1002,SEL_503,PAY_DC,,ST_DEL,2,1199.2,2398.4,599.6,0,1798.8
SALE_50105,ORD_10105,28-12-2024,CUST_2155,PROD_1016,SEL_513,PAY_NB,COUP_FESTIVE25,ST_DEL,1,2069.31,2069.31,517.33,0,1551.98
SALE_50106,ORD_10106,10-01-2024,CUST_2095,PROD_1017,SEL_502,PAY_NB,COUP_FIRST100,ST_DEL,1,2174.13,2174.13,326.12,0,1848.01
SALE_50107,ORD_10107,30-05-2024,CUST_2114,PROD_1029,SEL_504,PAY_AJIO_WALLET,COUP_AJIO20,ST_DEL,4,749.5,2998,599.6,0,2398.4
SALE_50108,ORD_10108,26-06-2024,CUST_2272,PROD_1016,SEL_509,PAY_AJIO_WALLET,COUP_NONE,ST_DEL,1,2069.31,2069.31,,0,2069.31
SALE_50109,ORD_10109,28-02-2024,CUST_2125,PROD_1002,SEL_511,PAY_DC,COUP_TRENDS30,ST_RET,1,1199.2,1199.2,0,0,1199.2
SALE_50110,ORD_10110,17-09-2024,CUST_2145,PROD_1001,SEL_515,PAY_NB,COUP_AJIO20,ST_DEL,1,6879.14,6879.14,1375.83,0,5503.31
SALE_50111,ORD_10111,19-02-2024,CUST_2152,PROD_1029,SEL_511,PAY_CC,COUP_AJIO20,ST_DEL,4,749.5,2998,599.6,0,2398.4
SALE_50112,ORD_10112,18-11-2024,CUST_2276,PROD_1018,SEL_501,PAY_AJIO_WALLET,COUP_NONE,ST_DEL,2,5199.35,10398.7,0,0,10398.7
SALE_50113,ORD_10113,14-01-2025,CUST_2218,PROD_1027,SEL_502,PAY_CC,COUP_FESTIVE25,ST_CAN,1,6639.17,6639.17,1659.79,0,4979.38
SALE_50114,ORD_10114,18-06-2024,CUST_2037,PROD_1024,SEL_511,PAY_CC,COUP_NONE,ST_DEL,1,1659.17,1659.17,0,0,1659.17
SALE_50115,ORD_10115,26-04-2024,CUST_2028,PROD_1006,SEL_513,PAY_DC,COUP_FESTIVE25,ST_DEL,1,909.3,909.3,0,,958.3
SALE_50116,ORD_10116,12-10-2024,CUST_2231,PROD_1021,SEL_507,PAY_COD,COUP_AJIO20,ST_DEL,1,764.49,764.49,0,49,813.49
SALE_50117,ORD_10117,02-07-2024,CUST_2033,PROD_1025,SEL_512,PAY_NB,COUP_NONE,ST_SHP,3,818.37,2455.11,,0,2455.11
SALE_50118,ORD_10118,24-05-2024,CUST_2055,PROD_1010,SEL_513,PAY_AJIO_WALLET,COUP_AJIO20,ST_DEL,1,299.4,299.4,0,49,348.4
SALE_50119,ORD_10119,19-07-2024,CUST_2016,PROD_1016,SEL_503,PAY_NB,COUP_FIRST100,ST_DEL,1,2069.31,2069.31,310.4,0,1758.91
SALE_50120,ORD_10120,01-06-2024,CUST_2074,PROD_1010,SEL_511,PAY_AJIO_WALLET,COUP_FREESHIP,ST_DEL,2,299.4,598.8,29.94,49,617.86
SALE_50121,ORD_10121,10-02-2024,CUST_2073,PROD_1004,SEL_501,PAY_UPI,COUP_FESTIVE25,ST_DEL,3,3479.13,10437.39,2609.35,0,7828.04
SALE_50122,ORD_10122,30-07-2024,CUST_2157,PROD_1007,SEL_512,PAY_AJIO_WALLET,COUP_FREESHIP,ST_DEL,2,3279.18,6558.36,327.92,0,6230.44
SALE_50123,ORD_10123,04-09-2024,CUST_2073,PROD_1006,SEL_503,PAY_CC,COUP_FESTIVE25,ST_CAN,1,909.3,909.3,0,49,958.3
SALE_50124,ORD_10124,02-07-2024,CUST_2291,PROD_1028,SEL_501,PAY_NB,COUP_TRENDS30,ST_DEL,1,1078.17,1078.17,0,0,1078.17
SALE_50125,ORD_10125,18-06-2024,CUST_2129,PROD_1004,SEL_504,PAY_AJIO_WALLET,COUP_FESTIVE25,ST_DEL,1,3479.13,3479.13,869.78,0,2609.35
SALE_50126,ORD_10126,06-11-2024,CUST_2121,PROD_1004,SEL_505,PAY_NB,COUP_NONE,ST_RET,1,3479.13,3479.13,0,,3479.13
SALE_50127,ORD_10127,06-10-2024,CUST_2157,PROD_1023,SEL_510,PAY_CC,COUP_FESTIVE25,ST_DEL,1,1079.28,1079.28,0,0,1079.28
SALE_50128,ORD_10128,08-11-2024,CUST_2161,PROD_1008,SEL_513,PAY_CC,COUP_FREESHIP,ST_SHP,2,2919.27,5838.54,291.93,0,5546.61
SALE_50129,ORD_10129,07-02-2024,CUST_2069,PROD_1022,SEL_512,PAY_DC,COUP_TRENDS30,ST_DEL,1,714.45,714.45,0,49,763.45
SALE_50130,ORD_10130,03-12-2024,CUST_2056,PROD_1006,SEL_511,PAY_NB,COUP_NONE,ST_CAN,1,909.3,909.3,0,49,958.3
SALE_50131,ORD_10131,24-10-2024,CUST_2040,PROD_1024,SEL_502,PAY_UPI,COUP_FESTIVE25,ST_DEL,1,1659.17,1659.17,0,0,1659.17
SALE_50132,ORD_10132,10-03-2024,CUST_2109,PROD_1030,SEL_501,PAY_NB,COUP_AJIO20,ST_DEL,1,3239.19,3239.19,647.84,0,2591.35
SALE_50133,ORD_10133,28-05-2024,CUST_2077,PROD_1012,SEL_507,PAY_CC,,ST_SHP,1,675.48,675.48,0,49,724.48
SALE_50134,ORD_10134,05-02-2024,CUST_2262,PROD_1003,SEL_507,PAY_DC,COUP_FESTIVE25,ST_DEL,1,503.37,503.37,0,,552.37
SALE_50135,ORD_10135,16-10-2024,CUST_2264,PROD_1005,SEL_508,PAY_CC,COUP_FIRST100,ST_DEL,2,444.11,888.22,0,49,937.22
SALE_50136,ORD_10136,24-01-2025,CUST_2075,PROD_1024,SEL_512,PAY_COD,COUP_AJIO20,ST_DEL,1,1659.17,1659.17,,0,1327.34
SALE_50137,ORD_10137,07-03-2024,CUST_2136,PROD_1012,SEL_504,PAY_UPI,COUP_FREESHIP,ST_DEL,1,675.48,675.48,33.77,,690.71
SALE_50138,ORD_10138,26-12-2024,CUST_2233,PROD_1029,SEL_501,PAY_UPI,COUP_FREESHIP,ST_DEL,1,749.5,749.5,37.48,49,761.02
SALE_50139,ORD_10139,30-03-2024,CUST_2141,PROD_1027,SEL_512,PAY_DC,COUP_FESTIVE25,ST_DEL,1,6639.17,6639.17,1659.79,0,4979.38
SALE_50140,ORD_10140,24-04-2024,CUST_2188,PROD_1019,SEL_511,PAY_UPI,COUP_FESTIVE25,ST_DEL,1,1339.33,1339.33,0,0,1339.33
SALE_50141,ORD_10141,03-12-2024,CUST_2177,PROD_1016,SEL_513,PAY_COD,COUP_FESTIVE25,ST_DEL,1,2069.31,2069.31,,0,1551.98
SALE_50142,ORD_10142,21-03-2024,CUST_2040,PROD_1017,SEL_511,PAY_DC,COUP_FIRST100,ST_DEL,1,2174.13,2174.13,326.12,0,1848.01
SALE_50143,ORD_10143,09-03-2024,CUST_2061,PROD_1022,SEL_504,PAY_COD,COUP_AJIO20,ST_SHP,1,714.45,714.45,0,49,763.45
SALE_50144,ORD_10144,23-01-2024,CUST_2108,PROD_1019,SEL_503,PAY_AJIO_WALLET,,ST_DEL,1,1339.33,1339.33,0,0,1339.33
SALE_50145,ORD_10145,16-03-2024,CUST_2083,PROD_1005,SEL_511,PAY_NB,COUP_NONE,ST_RET,1,444.11,444.11,0,49,493.11
SALE_50146,ORD_10146,01-03-2025,CUST_2093,PROD_1017,SEL_507,PAY_NB,COUP_FESTIVE25,ST_DEL,2,2174.13,4348.26,1087.07,0,3261.19
SALE_50147,ORD_10147,28-03-2024,CUST_2044,PROD_1007,SEL_508,PAY_NB,COUP_TRENDS30,ST_CAN,2,3279.18,6558.36,1967.51,0,4590.85
SALE_50148,ORD_10148,15-05-2024,CUST_2074,PROD_1026,SEL_510,PAY_CC,COUP_FESTIVE25,ST_SHP,2,5119.36,10238.72,2559.68,0,7679.04
SALE_50149,ORD_10149,07-12-2024,CUST_2176,PROD_1030,SEL_508,PAY_NB,,ST_DEL,1,3239.19,3239.19,809.8,0,2429.39
SALE_50150,ORD_10150,17-03-2024,CUST_2009,PROD_1007,SEL_509,PAY_NB,COUP_FREESHIP,ST_DEL,1,3279.18,3279.18,163.96,0,3115.22
SALE_50151,ORD_10151,29-09-2024,CUST_2244,PROD_1029,SEL_510,PAY_NB,COUP_NONE,ST_CAN,2,749.5,1499,0,,1499
SALE_50152,ORD_10152,01-01-2024,CUST_2048,PROD_1016,SEL_511,PAY_CC,COUP_FESTIVE25,ST_DEL,1,2069.31,2069.31,517.33,0,1551.98
SALE_50153,ORD_10153,27-04-2024,CUST_2268,PROD_1014,SEL_506,PAY_UPI,,ST_DEL,2,1119.44,2238.88,111.94,0,2126.94
SALE_50154,ORD_10154,08-05-2024,CUST_2196,PROD_1012,SEL_510,PAY_AJIO_WALLET,COUP_FREESHIP,ST_DEL,1,675.48,675.48,33.77,49,690.71
SALE_50155,ORD_10155,10-05-2024,CUST_2120,PROD_1030,SEL_514,PAY_UPI,COUP_AJIO20,ST_DEL,1,3239.19,3239.19,647.84,0,2591.35
SALE_50156,ORD_10156,23-09-2024,CUST_2003,PROD_1023,SEL_512,PAY_UPI,COUP_FESTIVE25,ST_DEL,1,1079.28,1079.28,0,0,1079.28
SALE_50157,ORD_10157,20-03-2024,CUST_2106,PROD_1023,SEL_513,PAY_DC,COUP_TRENDS30,ST_DEL,1,1079.28,1079.28,0,0,1079.28
SALE_50158,ORD_10158,11-09-2024,CUST_2130,PROD_1009,SEL_514,PAY_NB,COUP_TRENDS30,ST_DEL,5,3949.21,19746.05,5923.81,0,13822.24
